reaction_id,cluster,metric,value
EX_h_e,1,minimum,-6.99108298171593
EX_h_e,1,maximum,6.132911392405063
EX_h_e,1,mean_range,8.025614770489797
EX_h_e,1,mean_midpoint,-0.8236934611941855
EX_h_e,1,median_range,9.061518987341927
EX_h_e,1,median_midpoint,-0.8510126582280941
EX_h_e,1,std_range,3.7540139722122765
EX_h_e,1,frac_fixed,0.0
EX_h_e,1,frac_variable,1.0
EX_h_e,1,frac_bidirectional,1.0
EX_h_e,2,minimum,-5.396962025316501
EX_h_e,2,maximum,12.02050632911427
EX_h_e,2,mean_range,6.132911392405137
EX_h_e,2,mean_midpoint,6.13291139240512
EX_h_e,2,median_range,6.132911392404965
EX_h_e,2,median_midpoint,6.132911392405014
EX_h_e,2,std_range,3.3962525414210494
EX_h_e,2,frac_fixed,0.0
EX_h_e,2,frac_variable,1.0
EX_h_e,2,frac_bidirectional,0.3333333333333333
EX_h_e,3,minimum,-4.2080792721931655
EX_h_e,3,maximum,-0.10536513841486794
EX_h_e,3,mean_range,-9.225324906507904e-14
EX_h_e,3,mean_midpoint,-2.146139669902843
EX_h_e,3,median_range,-1.1324274851176597e-13
EX_h_e,3,median_midpoint,-2.1073027682923593
EX_h_e,3,std_range,9.471826774255875e-13
EX_h_e,3,frac_fixed,1.0
EX_h_e,3,frac_variable,0.0
EX_h_e,3,frac_bidirectional,0.0
EX_h_e,4,minimum,-5.162891782316088
EX_h_e,4,maximum,-4.214605536584287
EX_h_e,4,mean_range,1.0275541101761449e-13
EX_h_e,4,mean_midpoint,-4.716552842792784
EX_h_e,4,median_range,2.1316282072803006e-14
EX_h_e,4,median_midpoint,-4.741431228658264
EX_h_e,4,std_range,8.170629059037434e-13
EX_h_e,4,frac_fixed,1.0
EX_h_e,4,frac_variable,0.0
EX_h_e,4,frac_bidirectional,0.0
EX_h_e,5,minimum,-5.04754232788574
EX_h_e,5,maximum,5.249527692226572
EX_h_e,5,mean_range,0.03842974468599358
EX_h_e,5,mean_midpoint,-0.6893790096238132
EX_h_e,5,median_range,0.033320239783778405
EX_h_e,5,median_midpoint,-2.3107815165996595
EX_h_e,5,std_range,0.028231650339348043
EX_h_e,5,frac_fixed,0.0
EX_h_e,5,frac_variable,1.0
EX_h_e,5,frac_bidirectional,0.0
EX_h_e,6,minimum,-5.302114353769284
EX_h_e,6,maximum,11.201112698140992
EX_h_e,6,mean_range,1.2891101755104817
EX_h_e,6,mean_midpoint,1.5340139783471385
EX_h_e,6,median_range,1.1385758955989171
EX_h_e,6,median_midpoint,1.0014359632936305
EX_h_e,6,std_range,0.8713704788195872
EX_h_e,6,frac_fixed,0.0
EX_h_e,6,frac_variable,1.0
EX_h_e,6,frac_bidirectional,0.16230366492146597
EX_h_e,7,minimum,-5.7900398470192656
EX_h_e,7,maximum,-0.7265278443370562
EX_h_e,7,mean_range,2.0544205992930182
EX_h_e,7,mean_midpoint,-4.213687600065666
EX_h_e,7,median_range,2.1451723270641665
EX_h_e,7,median_midpoint,-4.3499726309853735
EX_h_e,7,std_range,1.064397411108191
EX_h_e,7,frac_fixed,0.0
EX_h_e,7,frac_variable,1.0
EX_h_e,7,frac_bidirectional,0.0
EX_h_e,8,minimum,-6.961068988223303
EX_h_e,8,maximum,5.69623587828228
EX_h_e,8,mean_range,5.4184181446242805
EX_h_e,8,mean_midpoint,-2.194342923654019
EX_h_e,8,median_range,5.2661624786315
EX_h_e,8,median_midpoint,-2.1038930341390945
EX_h_e,8,std_range,3.2038017477187646
EX_h_e,8,frac_fixed,0.0
EX_h_e,8,frac_variable,1.0
EX_h_e,8,frac_bidirectional,0.5674255691768827
EX_h_e,9,minimum,-6.005625379463332
EX_h_e,9,maximum,11.829147270687372
EX_h_e,9,mean_range,5.441353273320604
EX_h_e,9,mean_midpoint,2.8518227961147757
EX_h_e,9,median_range,5.166974084328013
EX_h_e,9,median_midpoint,2.346079262490551
EX_h_e,9,std_range,2.5260012035999857
EX_h_e,9,frac_fixed,0.0
EX_h_e,9,frac_variable,1.0
EX_h_e,9,frac_bidirectional,0.5248756218905473
EX_h_e,10,minimum,-5.268256920730622
EX_h_e,10,maximum,11.915141190699487
EX_h_e,10,mean_range,-5.103234907825781e-14
EX_h_e,10,mean_midpoint,3.3363292017296122
EX_h_e,10,median_range,-5.5067062021407764e-14
EX_h_e,10,median_midpoint,3.3234421349843277
EX_h_e,10,std_range,1.0613450158784404e-12
EX_h_e,10,frac_fixed,1.0
EX_h_e,10,frac_variable,0.0
EX_h_e,10,frac_bidirectional,0.0
EX_h_e,11,minimum,12.265822784810098
EX_h_e,11,maximum,12.265822784810439
EX_h_e,11,mean_range,3.410605131648481e-13
EX_h_e,11,mean_midpoint,12.265822784810268
EX_h_e,11,median_range,3.410605131648481e-13
EX_h_e,11,median_midpoint,12.265822784810268
EX_h_e,11,std_range,0.0
EX_h_e,11,frac_fixed,1.0
EX_h_e,11,frac_variable,0.0
EX_h_e,11,frac_bidirectional,0.0
EX_h_e,12,minimum,0.0
EX_h_e,12,maximum,0.0
EX_h_e,12,mean_range,0.0
EX_h_e,12,mean_midpoint,0.0
EX_h_e,12,median_range,0.0
EX_h_e,12,median_midpoint,0.0
EX_h_e,12,std_range,0.0
EX_h_e,12,frac_fixed,1.0
EX_h_e,12,frac_variable,0.0
EX_h_e,12,frac_bidirectional,0.0
DM_for_c,1,minimum,0.0
DM_for_c,1,maximum,12.265822784810121
DM_for_c,1,mean_range,6.378227848101227
DM_for_c,1,mean_midpoint,3.1891139240506137
DM_for_c,1,median_range,6.378227848101231
DM_for_c,1,median_midpoint,3.1891139240506154
DM_for_c,1,std_range,3.5380042389109616
DM_for_c,1,frac_fixed,0.0
DM_for_c,1,frac_variable,1.0
DM_for_c,1,frac_bidirectional,0.0
DM_for_c,2,minimum,0.9812658227847946
DM_for_c,2,maximum,24.041012658227853
DM_for_c,2,mean_range,6.132911392405109
DM_for_c,2,mean_midpoint,15.33227848101268
DM_for_c,2,median_range,6.132911392405056
DM_for_c,2,median_midpoint,15.332278481012654
DM_for_c,2,std_range,3.3962525414209197
DM_for_c,2,frac_fixed,0.0
DM_for_c,2,frac_variable,1.0
DM_for_c,2,frac_bidirectional,0.0
DM_for_c,3,minimum,0.0
DM_for_c,3,maximum,1.2065656633530875e-12
DM_for_c,3,mean_range,1.3353492185174183e-14
DM_for_c,3,mean_midpoint,6.676746092587092e-15
DM_for_c,3,median_range,0.0
DM_for_c,3,median_midpoint,0.0
DM_for_c,3,std_range,3.1698225944177925e-13
DM_for_c,3,frac_fixed,1.0
DM_for_c,3,frac_variable,0.0
DM_for_c,3,frac_bidirectional,0.0
DM_for_c,4,minimum,0.0
DM_for_c,4,maximum,0.0
DM_for_c,4,mean_range,0.0
DM_for_c,4,mean_midpoint,0.0
DM_for_c,4,median_range,0.0
DM_for_c,4,median_midpoint,0.0
DM_for_c,4,std_range,0.0
DM_for_c,4,frac_fixed,1.0
DM_for_c,4,frac_variable,0.0
DM_for_c,4,frac_bidirectional,0.0
DM_for_c,5,minimum,0.31734357637090893
DM_for_c,5,maximum,14.713660921036723
DM_for_c,5,mean_range,0.03842974468584314
DM_for_c,5,mean_midpoint,6.402355382971511
DM_for_c,5,median_range,0.03332023978355325
DM_for_c,5,median_midpoint,4.13540252811928
DM_for_c,5,std_range,0.028231650339390894
DM_for_c,5,frac_fixed,0.0
DM_for_c,5,frac_variable,1.0
DM_for_c,5,frac_bidirectional,0.0
DM_for_c,6,minimum,0.024029113682468337
DM_for_c,6,maximum,23.03441622676337
DM_for_c,6,mean_range,1.289110175510542
DM_for_c,6,mean_midpoint,9.386854320537061
DM_for_c,6,median_range,1.138575895599137
DM_for_c,6,median_midpoint,8.696749730560835
DM_for_c,6,std_range,0.8713704788196286
DM_for_c,6,frac_fixed,0.0
DM_for_c,6,frac_variable,1.0
DM_for_c,6,frac_bidirectional,0.0
DM_for_c,7,minimum,0.0
DM_for_c,7,maximum,5.2903131698611725
DM_for_c,7,mean_range,1.7940411391854574
DM_for_c,7,mean_midpoint,1.1017640090578302
DM_for_c,7,median_range,1.7798909640745375
DM_for_c,7,median_midpoint,0.8899454820372688
DM_for_c,7,std_range,1.0988479968042477
DM_for_c,7,frac_fixed,0.0
DM_for_c,7,frac_variable,1.0
DM_for_c,7,frac_bidirectional,0.0
DM_for_c,8,minimum,0.0
DM_for_c,8,maximum,11.603202033393327
DM_for_c,8,mean_range,4.248567310536841
DM_for_c,8,mean_midpoint,2.1243443942441713
DM_for_c,8,median_range,3.869075653044245
DM_for_c,8,median_midpoint,1.9345378265221225
DM_for_c,8,std_range,2.844953227160848
DM_for_c,8,frac_fixed,0.0
DM_for_c,8,frac_variable,1.0
DM_for_c,8,frac_bidirectional,0.0
DM_for_c,9,minimum,0.04533479662439746
DM_for_c,9,maximum,23.869024818203034
DM_for_c,9,mean_range,5.4413532733206145
DM_for_c,9,mean_midpoint,10.811550290283593
DM_for_c,9,median_range,5.166974084328133
DM_for_c,9,median_midpoint,10.041314563652588
DM_for_c,9,std_range,2.5260012035999777
DM_for_c,9,frac_fixed,0.0
DM_for_c,9,frac_variable,1.0
DM_for_c,9,frac_bidirectional,0.0
DM_for_c,10,minimum,0.0
DM_for_c,10,maximum,24.041012658227864
DM_for_c,10,mean_range,1.9207264505170558e-13
DM_for_c,10,mean_midpoint,12.038536414475633
DM_for_c,10,median_range,4.085620730620576e-14
DM_for_c,10,median_midpoint,12.020506329114014
DM_for_c,10,std_range,1.3597489008504411e-12
DM_for_c,10,frac_fixed,1.0
DM_for_c,10,frac_variable,0.0
DM_for_c,10,frac_bidirectional,0.0
DM_for_c,11,minimum,24.53164556962023
DM_for_c,11,maximum,24.531645569620252
DM_for_c,11,mean_range,2.1316282072803006e-14
DM_for_c,11,mean_midpoint,24.531645569620242
DM_for_c,11,median_range,2.1316282072803006e-14
DM_for_c,11,median_midpoint,24.531645569620242
DM_for_c,11,std_range,0.0
DM_for_c,11,frac_fixed,1.0
DM_for_c,11,frac_variable,0.0
DM_for_c,11,frac_bidirectional,0.0
DM_for_c,12,minimum,0.0
DM_for_c,12,maximum,0.0
DM_for_c,12,mean_range,0.0
DM_for_c,12,mean_midpoint,0.0
DM_for_c,12,median_range,0.0
DM_for_c,12,median_midpoint,0.0
DM_for_c,12,std_range,0.0
DM_for_c,12,frac_fixed,1.0
DM_for_c,12,frac_variable,0.0
DM_for_c,12,frac_bidirectional,0.0
MTOBTA_c,1,minimum,-1.516501726121979
MTOBTA_c,1,maximum,0.0
MTOBTA_c,1,mean_range,0.9973228998849375
MTOBTA_c,1,mean_midpoint,-0.49866144994246875
MTOBTA_c,1,median_range,1.1596777905638718
MTOBTA_c,1,median_midpoint,-0.5798388952819359
MTOBTA_c,1,std_range,0.42663968367145383
MTOBTA_c,1,frac_fixed,0.0
MTOBTA_c,1,frac_variable,1.0
MTOBTA_c,1,frac_bidirectional,0.0
MTOBTA_c,2,minimum,-1.0704718066743508
MTOBTA_c,2,maximum,0.0
MTOBTA_c,2,mean_range,0.5575373993095615
MTOBTA_c,2,mean_midpoint,-0.27876869965478074
MTOBTA_c,2,median_range,0.5575373993095454
MTOBTA_c,2,median_midpoint,-0.2787686996547727
MTOBTA_c,2,std_range,0.3087502310382591
MTOBTA_c,2,frac_fixed,0.0
MTOBTA_c,2,frac_variable,1.0
MTOBTA_c,2,frac_bidirectional,0.0
MTOBTA_c,3,minimum,7.378384132223197e-05
MTOBTA_c,3,maximum,0.0029467835183692313
MTOBTA_c,3,mean_range,-5.725785207274388e-15
MTOBTA_c,3,mean_midpoint,0.0015028730682879621
MTOBTA_c,3,median_range,0.0
MTOBTA_c,3,median_midpoint,0.0014756768264687268
MTOBTA_c,3,std_range,2.9654330846222296e-14
MTOBTA_c,3,frac_fixed,1.0
MTOBTA_c,3,frac_variable,0.0
MTOBTA_c,3,frac_bidirectional,0.0
MTOBTA_c,4,minimum,0.002951353652889279
MTOBTA_c,4,maximum,0.003615408224789368
MTOBTA_c,4,mean_range,8.130749012103832e-15
MTOBTA_c,4,mean_midpoint,0.0033028513204312556
MTOBTA_c,4,median_range,0.0
MTOBTA_c,4,median_midpoint,0.0033202728595305517
MTOBTA_c,4,std_range,4.398709317268236e-14
MTOBTA_c,4,frac_fixed,1.0
MTOBTA_c,4,frac_variable,0.0
MTOBTA_c,4,frac_bidirectional,0.0
MTOBTA_c,5,minimum,-0.0042613797307444745
MTOBTA_c,5,maximum,0.003615408224789368
MTOBTA_c,5,mean_range,0.0034936131532402746
MTOBTA_c,5,mean_midpoint,0.0009708982454154072
MTOBTA_c,5,median_range,0.003029112707574314
MTOBTA_c,5,median_midpoint,0.0009203104098580673
MTOBTA_c,5,std_range,0.002566513667218365
MTOBTA_c,5,frac_fixed,0.0
MTOBTA_c,5,frac_variable,1.0
MTOBTA_c,5,frac_bidirectional,0.6666666666666666
MTOBTA_c,6,minimum,-0.33303525444646764
MTOBTA_c,6,maximum,0.003541624383467133
MTOBTA_c,6,mean_range,0.11719183413730831
MTOBTA_c,6,mean_midpoint,-0.05660916159263196
MTOBTA_c,6,median_range,0.10350689959976342
MTOBTA_c,6,median_midpoint,-0.04987970360939077
MTOBTA_c,6,std_range,0.0792154980745132
MTOBTA_c,6,frac_fixed,0.0
MTOBTA_c,6,frac_variable,1.0
MTOBTA_c,6,frac_bidirectional,1.0
MTOBTA_c,7,minimum,-0.39271188042682265
MTOBTA_c,7,maximum,0.003541624383467133
MTOBTA_c,7,mean_range,0.2214839406597588
MTOBTA_c,7,mean_midpoint,-0.10781073954280529
MTOBTA_c,7,median_range,0.2373158754342207
MTOBTA_c,7,median_midpoint,-0.11585415174686554
MTOBTA_c,7,std_range,0.1029751225470876
MTOBTA_c,7,frac_fixed,0.0
MTOBTA_c,7,frac_variable,1.0
MTOBTA_c,7,frac_bidirectional,1.0
MTOBTA_c,8,minimum,-1.487460208519931
MTOBTA_c,8,maximum,0.002877569811567047
MTOBTA_c,8,mean_range,0.6766873399504464
MTOBTA_c,8,mean_midpoint,-0.33721662502949207
MTOBTA_c,8,median_range,0.6741346644526787
MTOBTA_c,8,median_midpoint,-0.3351798007988297
MTOBTA_c,8,std_range,0.3796138948163929
MTOBTA_c,8,frac_fixed,0.0
MTOBTA_c,8,frac_variable,1.0
MTOBTA_c,8,frac_bidirectional,1.0
MTOBTA_c,9,minimum,-1.0860332810170692
MTOBTA_c,9,maximum,0.002361082922311422
MTOBTA_c,9,mean_range,0.4946684793927833
MTOBTA_c,9,mean_midpoint,-0.24649838991186068
MTOBTA_c,9,median_range,0.46972491675705086
MTOBTA_c,9,median_midpoint,-0.23401394420331975
MTOBTA_c,9,std_range,0.22963647305453816
MTOBTA_c,9,frac_fixed,0.0
MTOBTA_c,9,frac_variable,1.0
MTOBTA_c,9,frac_bidirectional,1.0
MTOBTA_c,10,minimum,7.378384128459668e-05
MTOBTA_c,10,maximum,0.0036891920661115962
MTOBTA_c,10,mean_range,-5.875020522155827e-16
MTOBTA_c,10,mean_midpoint,0.001878776498927984
MTOBTA_c,10,median_range,0.0
MTOBTA_c,10,median_midpoint,0.0018814879537169473
MTOBTA_c,10,std_range,1.182552805628857e-14
MTOBTA_c,10,frac_fixed,1.0
MTOBTA_c,10,frac_variable,0.0
MTOBTA_c,10,frac_bidirectional,0.0
MTOBTA_c,11,minimum,0.0
MTOBTA_c,11,maximum,0.0
MTOBTA_c,11,mean_range,0.0
MTOBTA_c,11,mean_midpoint,0.0
MTOBTA_c,11,median_range,0.0
MTOBTA_c,11,median_midpoint,0.0
MTOBTA_c,11,std_range,0.0
MTOBTA_c,11,frac_fixed,1.0
MTOBTA_c,11,frac_variable,0.0
MTOBTA_c,11,frac_bidirectional,0.0
MTOBTA_c,12,minimum,0.0
MTOBTA_c,12,maximum,0.0
MTOBTA_c,12,mean_range,0.0
MTOBTA_c,12,mean_midpoint,0.0
MTOBTA_c,12,median_range,0.0
MTOBTA_c,12,median_midpoint,0.0
MTOBTA_c,12,std_range,0.0
MTOBTA_c,12,frac_fixed,1.0
MTOBTA_c,12,frac_variable,0.0
MTOBTA_c,12,frac_bidirectional,0.0
ATP2t_m,1,minimum,0.0
ATP2t_m,1,maximum,654.9448772395849
ATP2t_m,1,mean_range,635.0934140315308
ATP2t_m,1,mean_midpoint,317.5467070157654
ATP2t_m,1,median_range,635.3298898978127
ATP2t_m,1,median_midpoint,317.66494494890634
ATP2t_m,1,std_range,12.125860422491613
ATP2t_m,1,frac_fixed,0.0
ATP2t_m,1,frac_variable,1.0
ATP2t_m,1,frac_bidirectional,0.0
ATP2t_m,2,minimum,0.0
ATP2t_m,2,maximum,612.2235104477094
ATP2t_m,2,mean_range,590.5155863970771
ATP2t_m,2,mean_midpoint,295.25779319853854
ATP2t_m,2,median_range,590.515586397077
ATP2t_m,2,median_midpoint,295.2577931985385
ATP2t_m,2,std_range,13.066634777782413
ATP2t_m,2,frac_fixed,0.0
ATP2t_m,2,frac_variable,1.0
ATP2t_m,2,frac_bidirectional,0.0
ATP2t_m,3,minimum,0.0
ATP2t_m,3,maximum,655.4419406158694
ATP2t_m,3,mean_range,633.4097994388578
ATP2t_m,3,mean_midpoint,316.7048997194289
ATP2t_m,3,median_range,633.8290814741664
ATP2t_m,3,median_midpoint,316.9145407370832
ATP2t_m,3,std_range,12.895572397824392
ATP2t_m,3,frac_fixed,0.0
ATP2t_m,3,frac_variable,1.0
ATP2t_m,3,frac_bidirectional,0.0
ATP2t_m,4,minimum,0.015027184342763178
ATP2t_m,4,maximum,611.0787034302587
ATP2t_m,4,mean_range,603.9312050424575
ATP2t_m,4,mean_midpoint,303.44324334911573
ATP2t_m,4,median_range,603.8409754887862
ATP2t_m,4,median_midpoint,303.4706211748794
ATP2t_m,4,std_range,4.415356016807827
ATP2t_m,4,frac_fixed,0.0
ATP2t_m,4,frac_variable,1.0
ATP2t_m,4,frac_bidirectional,0.0
ATP2t_m,5,minimum,1.2299569834582604
ATP2t_m,5,maximum,596.4076493480438
ATP2t_m,5,mean_range,586.386444653467
ATP2t_m,5,mean_midpoint,295.4440829780197
ATP2t_m,5,median_range,588.8532509493361
ATP2t_m,5,median_midpoint,296.97265330395135
ATP2t_m,5,std_range,6.32597304578702
ATP2t_m,5,frac_fixed,0.0
ATP2t_m,5,frac_variable,1.0
ATP2t_m,5,frac_bidirectional,0.0
ATP2t_m,6,minimum,0.0016873524876760545
ATP2t_m,6,maximum,601.1614757172035
ATP2t_m,6,mean_range,588.2993515068199
ATP2t_m,6,mean_midpoint,295.16464047111134
ATP2t_m,6,median_range,589.4650636990884
ATP2t_m,6,median_midpoint,295.8447534964053
ATP2t_m,6,std_range,7.898412958774973
ATP2t_m,6,frac_fixed,0.0
ATP2t_m,6,frac_variable,1.0
ATP2t_m,6,frac_bidirectional,0.0
ATP2t_m,7,minimum,0.031112320274612415
ATP2t_m,7,maximum,610.044715283286
ATP2t_m,7,mean_range,603.6863205617256
ATP2t_m,7,mean_midpoint,302.77091545577133
ATP2t_m,7,median_range,603.420904486174
ATP2t_m,7,median_midpoint,302.61796937991824
ATP2t_m,7,std_range,2.836920507734095
ATP2t_m,7,frac_fixed,0.0
ATP2t_m,7,frac_variable,1.0
ATP2t_m,7,frac_bidirectional,0.0
ATP2t_m,8,minimum,0.0
ATP2t_m,8,maximum,654.3803641611838
ATP2t_m,8,mean_range,624.9432397497118
ATP2t_m,8,mean_midpoint,312.4716198748559
ATP2t_m,8,median_range,623.3572013379993
ATP2t_m,8,median_midpoint,311.67860066899965
ATP2t_m,8,std_range,11.212593370905891
ATP2t_m,8,frac_fixed,0.0
ATP2t_m,8,frac_variable,1.0
ATP2t_m,8,frac_bidirectional,0.0
ATP2t_m,9,minimum,0.0
ATP2t_m,9,maximum,613.5536569693403
ATP2t_m,9,mean_range,595.4241384072171
ATP2t_m,9,mean_midpoint,297.71206920360856
ATP2t_m,9,median_range,596.9119146120444
ATP2t_m,9,median_midpoint,298.4559573060222
ATP2t_m,9,std_range,10.121958218770851
ATP2t_m,9,frac_fixed,0.0
ATP2t_m,9,frac_variable,1.0
ATP2t_m,9,frac_bidirectional,0.0
ATP2t_m,10,minimum,0.06163100969118318
ATP2t_m,10,maximum,596.4566209279252
ATP2t_m,10,mean_range,579.8494116126491
ATP2t_m,10,mean_midpoint,291.49407668867417
ATP2t_m,10,median_range,579.8697239698579
ATP2t_m,10,median_midpoint,291.5064527320567
ATP2t_m,10,std_range,7.909356309740659
ATP2t_m,10,frac_fixed,0.0
ATP2t_m,10,frac_variable,1.0
ATP2t_m,10,frac_bidirectional,0.0
ATP2t_m,11,minimum,0.0
ATP2t_m,11,maximum,565.8123709104713
ATP2t_m,11,mean_range,565.8123709104713
ATP2t_m,11,mean_midpoint,282.90618545523563
ATP2t_m,11,median_range,565.8123709104713
ATP2t_m,11,median_midpoint,282.90618545523563
ATP2t_m,11,std_range,0.0
ATP2t_m,11,frac_fixed,0.0
ATP2t_m,11,frac_variable,1.0
ATP2t_m,11,frac_bidirectional,0.0
ATP2t_m,12,minimum,0.0
ATP2t_m,12,maximum,656.5794595180657
ATP2t_m,12,mean_range,656.5794595180657
ATP2t_m,12,mean_midpoint,328.28972975903287
ATP2t_m,12,median_range,656.5794595180657
ATP2t_m,12,median_midpoint,328.28972975903287
ATP2t_m,12,std_range,0.0
ATP2t_m,12,frac_fixed,0.0
ATP2t_m,12,frac_variable,1.0
ATP2t_m,12,frac_bidirectional,0.0
PIt_m,1,minimum,-12.020506329113942
PIt_m,1,maximum,654.9448772395856
PIt_m,1,mean_range,644.1701228922906
PIt_m,1,mean_midpoint,313.00835258538586
PIt_m,1,median_range,644.4065987585723
PIt_m,1,median_midpoint,313.12659051852665
PIt_m,1,std_range,13.894318206533262
PIt_m,1,frac_fixed,0.0
PIt_m,1,frac_variable,1.0
PIt_m,1,frac_bidirectional,1.0
PIt_m,2,minimum,-5.887594936708865
PIt_m,2,maximum,612.22351044771
PIt_m,2,mean_range,593.5820420932787
PIt_m,2,mean_midpoint,293.7245653504369
PIt_m,2,median_range,593.5820420932707
PIt_m,2,median_midpoint,293.72456535043284
PIt_m,2,std_range,14.764761048493025
PIt_m,2,frac_fixed,0.0
PIt_m,2,frac_variable,1.0
PIt_m,2,frac_bidirectional,1.0
PIt_m,3,minimum,-11.958606262937849
PIt_m,3,maximum,655.44184139181
PIt_m,3,mean_range,639.4160327289459
PIt_m,3,mean_midpoint,313.69976201982695
PIt_m,3,median_range,639.9485893403337
PIt_m,3,median_midpoint,313.85280232277864
PIt_m,3,std_range,16.37948149419746
PIt_m,3,frac_fixed,0.0
PIt_m,3,frac_variable,1.0
PIt_m,3,frac_bidirectional,0.9811320754716981
PIt_m,4,minimum,0.02283809002756243
PIt_m,4,maximum,611.0747344678214
PIt_m,4,mean_range,603.918022226184
PIt_m,4,mean_midpoint,303.4453931028983
PIt_m,4,median_range,603.8277231371612
PIt_m,4,median_midpoint,303.4727822679645
PIt_m,4,std_range,4.416176630672609
PIt_m,4,frac_fixed,0.0
PIt_m,4,frac_variable,1.0
PIt_m,4,frac_bidirectional,0.0
PIt_m,5,minimum,1.2338624363014787
PIt_m,5,maximum,596.4027873690742
PIt_m,5,mean_range,586.3755973582493
PIt_m,5,mean_midpoint,295.44585187273066
PIt_m,5,median_range,588.8410293361588
PIt_m,5,median_midpoint,296.97464631201194
PIt_m,5,std_range,6.322670668933151
PIt_m,5,frac_fixed,0.0
PIt_m,5,frac_variable,1.0
PIt_m,5,frac_bidirectional,0.0
PIt_m,6,minimum,0.003640078909569411
PIt_m,6,maximum,601.1584989953618
PIt_m,6,mean_range,588.2914216819802
PIt_m,6,mean_midpoint,295.1659336068524
PIt_m,6,median_range,589.4547563144891
PIt_m,6,median_midpoint,295.84590607938003
PIt_m,6,std_range,7.895882060669121
PIt_m,6,frac_fixed,0.0
PIt_m,6,frac_variable,1.0
PIt_m,6,frac_bidirectional,0.0
PIt_m,7,minimum,0.03872795331935208
PIt_m,7,maximum,610.0408455449075
PIt_m,7,mean_range,603.6746210108855
PIt_m,7,mean_midpoint,302.7728233298636
PIt_m,7,median_range,603.4076521345454
PIt_m,7,median_midpoint,302.62013047300155
PIt_m,7,std_range,2.837210880131546
PIt_m,7,frac_fixed,0.0
PIt_m,7,frac_variable,1.0
PIt_m,7,frac_bidirectional,0.0
PIt_m,8,minimum,-11.799357511096389
PIt_m,8,maximum,654.3802649371206
PIt_m,8,mean_range,630.3916409907581
PIt_m,8,mean_midpoint,309.74590361114775
PIt_m,8,median_range,628.5726362661443
PIt_m,8,median_midpoint,309.14593667740803
PIt_m,8,std_range,13.783579698130218
PIt_m,8,frac_fixed,0.0
PIt_m,8,frac_variable,1.0
