cluster,metric,value
8,rubisco_fraction_of_carbon_uptake,6.9745345697899115
8,photons_per_nitrate_uptake,84.55828993924686
9,cluster_mean_range,118.83162793280992
9,cluster_median_range,125.2020776679534
9,cluster_std_range,234.34568310553084
9,blocked_reactions_fraction,0.0
9,fixed_flux_reactions_fraction,0.03233769439644532
9,mandatory_variable_flux_reactions_fraction,0.05899777832633918
9,optional_variable_flux_reactions_fraction,0.8787953591705752
9,bidirectional_flux_reactions_fraction,0.02937546284867934
9,C_to_N_uptake_ratio,6.563410664442267
9,nitrogen_assimilation_ratio,0.04040324183482696
9,carbon_assimilation_ratio,0.009465588314540736
9,carbon_uptake_composition,0.1
9,nitrogen_uptake_composition,1.0
9,rubisco_carboxylation_fraction,0.9955167819778805
9,photons_per_rubisc_ratio,0.8284854825667249
9,rubisco_fraction_of_carbon_uptake,12.771755045511746
9,photons_per_nitrate_uptake,69.44885046133267
10,cluster_mean_range,127.35291041206744
10,cluster_median_range,130.10642601011048
10,cluster_std_range,236.72538002769994
10,blocked_reactions_fraction,0.0
10,fixed_flux_reactions_fraction,0.03209084176746482
10,mandatory_variable_flux_reactions_fraction,0.056776104665514686
10,optional_variable_flux_reactions_fraction,0.8792890644285362
10,bidirectional_flux_reactions_fraction,0.03085657862256233
10,C_to_N_uptake_ratio,6.110850532199475
10,nitrogen_assimilation_ratio,0.01736185776373797
10,carbon_assimilation_ratio,0.00436873306824957
10,carbon_uptake_composition,0.09999999999999998
10,nitrogen_uptake_composition,1.0
10,rubisco_carboxylation_fraction,0.9845998481446774
10,photons_per_rubisc_ratio,0.6174716503608285
10,rubisco_fraction_of_carbon_uptake,17.588887005227626
10,photons_per_nitrate_uptake,66.36774214560276
11,cluster_mean_range,101.72578749369539
11,cluster_median_range,93.58911268279715
11,cluster_std_range,225.62828135611826
11,blocked_reactions_fraction,0.1478647247593187
11,fixed_flux_reactions_fraction,0.06319427301900765
11,mandatory_variable_flux_reactions_fraction,0.030116020735620835
11,optional_variable_flux_reactions_fraction,0.7319180449271785
11,bidirectional_flux_reactions_fraction,0.02567267341397186
11,C_to_N_uptake_ratio,13.382587233139303
11,nitrogen_assimilation_ratio,0.028995030568575893
11,carbon_assimilation_ratio,0.003331535652109375
11,carbon_uptake_composition,0.09999999999999998
11,nitrogen_uptake_composition,1.0
11,rubisco_carboxylation_fraction,1.0
11,photons_per_rubisc_ratio,0.9465160282548245
11,rubisco_fraction_of_carbon_uptake,6.439677599336202
11,photons_per_nitrate_uptake,81.57032275754048
12,cluster_mean_range,94.15391455142473
12,cluster_median_range,92.30643008158637
12,cluster_std_range,221.61995917354062
12,blocked_reactions_fraction,0.33251049123673165
12,fixed_flux_reactions_fraction,0.006418168353492965
12,mandatory_variable_flux_reactions_fraction,0.003455936805726981
12,optional_variable_flux_reactions_fraction,0.637620340656628
12,bidirectional_flux_reactions_fraction,0.01999506294742039
12,C_to_N_uptake_ratio,24.53164556962026
12,nitrogen_assimilation_ratio,0.0
12,carbon_assimilation_ratio,0.0
12,carbon_uptake_composition,0.1
12,nitrogen_uptake_composition,1.0
12,rubisco_carboxylation_fraction,1.0
12,photons_per_rubisc_ratio,0.9038109080493378
12,rubisco_fraction_of_carbon_uptake,4.51019937108169
12,photons_per_nitrate_uptake,100.0000000000002
13,cluster_mean_range,137.5385558106255
13,cluster_median_range,152.3110400346949
13,cluster_std_range,239.98086050769646
13,blocked_reactions_fraction,0.16835349296470006
13,fixed_flux_reactions_fraction,0.00024685262898049864
13,mandatory_variable_flux_reactions_fraction,0.002221673660824488
13,optional_variable_flux_reactions_fraction,0.803999012589484
13,bidirectional_flux_reactions_fraction,0.02517896815601086
13,C_to_N_uptake_ratio,0.0
13,nitrogen_assimilation_ratio,0.0
13,carbon_assimilation_ratio,
13,carbon_uptake_composition,
13,nitrogen_uptake_composition,1.0
13,rubisco_carboxylation_fraction,0.9769566593974675
13,photons_per_rubisc_ratio,0.3869615759947121
13,rubisco_fraction_of_carbon_uptake,
13,photons_per_nitrate_uptake,50.30769230768661
